 Theta Psi Nu P Q
  0.11686725E+01  0.42560924E+00 -0.68401298E-09  0.30000000E+01  0.19000000E+02
  0.42725660E+01  0.43629074E+00 -0.96671887E-09  0.30000000E+01  0.19000000E+02
  0.38830085E+01  0.31594156E+00 -0.79841587E-09  0.30000000E+01  0.19000000E+02
  0.54915040E+01  0.28967740E+00 -0.10174803E-08  0.30000000E+01  0.19000000E+02
  0.11812388E+01  0.43291121E+00 -0.47478545E-09  0.30000000E+01  0.19000000E+02
  0.42851324E+01  0.44264147E+00 -0.10230223E-08  0.30000000E+01  0.19000000E+02
  0.11938052E+01  0.44046398E+00 -0.23148272E-09  0.30000000E+01  0.19000000E+02
  0.38955749E+01  0.31815071E+00 -0.90788098E-09  0.30000000E+01  0.19000000E+02
  0.42976988E+01  0.44920198E+00 -0.10140725E-08  0.30000000E+01  0.19000000E+02
  0.43102651E+01  0.45597766E+00 -0.93721556E-09  0.30000000E+01  0.19000000E+02
  0.39081413E+01  0.32044017E+00 -0.98364192E-09  0.30000000E+01  0.19000000E+02
  0.43228315E+01  0.46297372E+00 -0.79404071E-09  0.30000000E+01  0.19000000E+02
  0.39207076E+01  0.32281243E+00 -0.10225174E-08  0.30000000E+01  0.19000000E+02
  0.62077871E+01  0.22231735E+00  0.98262541E-09  0.30000000E+01  0.19000000E+02
  0.26640706E+01  0.28423082E+00 -0.94725538E-09  0.30000000E+01  0.19000000E+02
  0.26766369E+01  0.28327467E+00 -0.10050588E-08  0.30000000E+01  0.19000000E+02
  0.26892033E+01  0.28235959E+00 -0.10272285E-08  0.30000000E+01  0.19000000E+02
  0.27017697E+01  0.28148440E+00 -0.10128560E-08  0.30000000E+01  0.19000000E+02
  0.27143361E+01  0.28064796E+00 -0.96222024E-09  0.30000000E+01  0.19000000E+02
  0.27269024E+01  0.27984918E+00 -0.87753087E-09  0.30000000E+01  0.19000000E+02
  0.27520352E+01  0.27836029E+00 -0.61769156E-09  0.30000000E+01  0.19000000E+02
  0.27646015E+01  0.27766812E+00 -0.45199375E-09  0.30000000E+01  0.19000000E+02
  0.16084954E+01  0.10554837E+01 -0.28779605E-12  0.70000000E+01  0.44000000E+02
  0.47249554E+01  0.10737751E+01  0.16404265E-12  0.70000000E+01  0.44000000E+02
  0.51145128E+01  0.56661296E+00 -0.45634912E-12  0.70000000E+01  0.44000000E+02
  0.19980529E+01  0.58579155E+00 -0.29684118E-12  0.70000000E+01  0.44000000E+02
  0.00000000E+00  0.31286470E+00  0.11585312E-13  0.70000000E+01  0.44000000E+02
  0.43353979E+01  0.62271022E+00  0.34123472E-12  0.70000000E+01  0.44000000E+02
  0.12063716E+01  0.59647247E+00  0.48175801E-12  0.70000000E+01  0.44000000E+02
  0.16210618E+01  0.10415099E+01 -0.32480863E-12  0.70000000E+01  0.44000000E+02
  0.47375217E+01  0.10678940E+01  0.11042901E-12  0.70000000E+01  0.44000000E+02
  0.51270792E+01  0.55701702E+00 -0.43066252E-12  0.70000000E+01  0.44000000E+02
  0.20106193E+01  0.57729416E+00 -0.28675870E-12  0.70000000E+01  0.44000000E+02
  0.12566371E-01  0.31289090E+00  0.15415537E-13  0.70000000E+01  0.44000000E+02
  0.43479642E+01  0.63313949E+00  0.34982706E-12  0.70000000E+01  0.44000000E+02
  0.16336282E+01  0.10252370E+01 -0.38049415E-12  0.70000000E+01  0.44000000E+02
  0.12189379E+01  0.60781486E+00  0.72092178E-12  0.70000000E+01  0.44000000E+02
  0.47500881E+01  0.10578308E+01  0.61726353E-13  0.70000000E+01  0.44000000E+02
  0.20231857E+01  0.56912626E+00 -0.27415319E-12  0.70000000E+01  0.44000000E+02
  0.25132741E-01  0.31295093E+00  0.24209567E-13  0.70000000E+01  0.44000000E+02
  0.51396456E+01  0.54780776E+00 -0.45516453E-12  0.70000000E+01  0.44000000E+02
  0.16461946E+01  0.10072781E+01 -0.43236544E-12  0.70000000E+01  0.44000000E+02
  0.43605306E+01  0.64399656E+00  0.46797837E-12  0.70000000E+01  0.44000000E+02
  0.24253095E+01  0.42389784E+00 -0.28936982E-13  0.70000000E+01  0.44000000E+02
  0.12315043E+01  0.61965776E+00  0.47086723E-12  0.70000000E+01  0.44000000E+02
  0.47626545E+01  0.10440632E+01  0.75469819E-13  0.70000000E+01  0.44000000E+02
  0.37699112E-01  0.31304476E+00  0.35060587E-13  0.70000000E+01  0.44000000E+02
  0.20357520E+01  0.56127445E+00 -0.27106125E-12  0.70000000E+01  0.44000000E+02
  0.16587609E+01  0.98816794E+00 -0.46821090E-12  0.70000000E+01  0.44000000E+02
  0.43730970E+01  0.65529915E+00  0.39619278E-12  0.70000000E+01  0.44000000E+02
  0.51522120E+01  0.53896657E+00 -0.45151423E-12  0.70000000E+01  0.44000000E+02
  0.47752208E+01  0.10272252E+01 -0.27957974E-13  0.70000000E+01  0.44000000E+02
  0.12440707E+01  0.63202694E+00  0.50745923E-12  0.70000000E+01  0.44000000E+02
  0.16713273E+01  0.96835102E+00 -0.39859424E-12  0.70000000E+01  0.44000000E+02
  0.50265482E-01  0.31317239E+00  0.42790697E-13  0.70000000E+01  0.44000000E+02
  0.20483184E+01  0.55372593E+00 -0.26284620E-12  0.70000000E+01  0.44000000E+02
  0.43856633E+01  0.66706541E+00  0.39545265E-12  0.70000000E+01  0.44000000E+02
  0.47877872E+01  0.10080124E+01 -0.89292490E-13  0.70000000E+01  0.44000000E+02
  0.51647783E+01  0.53047589E+00 -0.45710399E-12  0.70000000E+01  0.44000000E+02
  0.12566371E+01  0.64494925E+00  0.48465683E-12  0.70000000E+01  0.44000000E+02
  0.16838937E+01  0.94818349E+00 -0.49278767E-12  0.70000000E+01  0.44000000E+02
  0.62831853E-01  0.31333382E+00  0.55996569E-12  0.70000000E+01  0.44000000E+02
  0.48003536E+01  0.98710199E+00 -0.12655701E-12  0.70000000E+01  0.44000000E+02
  0.43982297E+01  0.67931377E+00  0.40246470E-12  0.70000000E+01  0.44000000E+02
  0.20608848E+01  0.54646850E+00 -0.25324364E-12  0.70000000E+01  0.44000000E+02
  0.12692034E+01  0.65845249E+00  0.46059974E-12  0.70000000E+01  0.44000000E+02
  0.16964600E+01  0.92794266E+00 -0.50378375E-12  0.70000000E+01  0.44000000E+02
  0.48129199E+01  0.96509826E+00 -0.15497216E-12  0.70000000E+01  0.44000000E+02
  0.75398224E-01  0.31352904E+00  0.59247212E-13  0.70000000E+01  0.44000000E+02
  0.44107961E+01  0.69206277E+00  0.41306983E-12  0.70000000E+01  0.44000000E+02
  0.51773447E+01  0.52231908E+00 -0.45549678E-12  0.70000000E+01  0.44000000E+02
  0.20734512E+01  0.53949052E+00 -0.24128147E-12  0.70000000E+01  0.44000000E+02
  0.12817698E+01  0.67256517E+00  0.45054389E-12  0.70000000E+01  0.44000000E+02
  0.48254863E+01  0.94250745E+00 -0.18498065E-12  0.70000000E+01  0.44000000E+02
  0.17090264E+01  0.90783922E+00 -0.50987936E-12  0.70000000E+01  0.44000000E+02
  0.44233625E+01  0.70533081E+00  0.45983903E-12  0.70000000E+01  0.44000000E+02
  0.87964594E-01  0.31375808E+00  0.67207556E-13  0.70000000E+01  0.44000000E+02
  0.32295572E+01  0.38854193E+00  0.16583392E-14  0.70000000E+01  0.44000000E+02
  0.48380527E+01  0.91973275E+00 -0.16197980E-12  0.70000000E+01  0.44000000E+02
  0.12943362E+01  0.68731620E+00  0.44464780E-12  0.70000000E+01  0.44000000E+02
  0.20860175E+01  0.53278092E+00 -0.20927942E-12  0.70000000E+01  0.44000000E+02
  0.17215928E+01  0.88802959E+00 -0.50676154E-12  0.70000000E+01  0.44000000E+02
  0.44359288E+01  0.71913582E+00  0.43199582E-12  0.70000000E+01  0.44000000E+02
  0.32421236E+01  0.38860477E+00  0.26671307E-14  0.70000000E+01  0.44000000E+02
  0.10053096E+00  0.31402094E+00  0.73439265E-13  0.70000000E+01  0.44000000E+02
  0.13069025E+01  0.70273443E+00  0.46707956E-12  0.70000000E+01  0.44000000E+02
  0.44484952E+01  0.73349478E+00  0.75469473E-12  0.70000000E+01  0.44000000E+02
  0.48506191E+01  0.89708234E+00 -0.25705318E-12  0.70000000E+01  0.44000000E+02
  0.17341591E+01  0.86862701E+00 -0.50177642E-12  0.70000000E+01  0.44000000E+02
  0.32546900E+01  0.38867288E+00 -0.10551842E-13  0.70000000E+01  0.44000000E+02
  0.20985839E+01  0.52632914E+00 -0.21896257E-12  0.70000000E+01  0.44000000E+02
  0.44610616E+01  0.74842317E+00  0.45065892E-12  0.70000000E+01  0.44000000E+02
  0.13194689E+01  0.71884790E+00  0.43409354E-12  0.70000000E+01  0.44000000E+02
  0.48631854E+01  0.87478318E+00 -0.28197037E-12  0.70000000E+01  0.44000000E+02
  0.17467255E+01  0.84971101E+00 -0.49832066E-12  0.70000000E+01  0.44000000E+02
  0.44736279E+01  0.76393417E+00  0.56531001E-12  0.70000000E+01  0.44000000E+02
  0.13320353E+01  0.73568295E+00  0.45305727E-12  0.70000000E+01  0.44000000E+02
  0.32672564E+01  0.38874677E+00 -0.12260938E-13  0.70000000E+01  0.44000000E+02
  0.48757518E+01  0.85299630E+00 -0.30354767E-12  0.70000000E+01  0.44000000E+02
  0.13446017E+01  0.75326280E+00  0.42359919E-12  0.70000000E+01  0.44000000E+02
  0.44861943E+01  0.78003758E+00  0.47315460E-12  0.70000000E+01  0.44000000E+02
  0.17592919E+01  0.83133515E+00 -0.49578232E-12  0.70000000E+01  0.44000000E+02
  0.52150438E+01  0.49969908E+00 -0.45998554E-12  0.70000000E+01  0.44000000E+02
  0.32798227E+01  0.38882703E+00 -0.17211176E-13  0.70000000E+01  0.44000000E+02
  0.13571680E+01  0.77160572E+00  0.37070897E-12  0.70000000E+01  0.44000000E+02
  0.48883182E+01  0.83183101E+00 -0.24598691E-12  0.70000000E+01  0.44000000E+02
  0.44987607E+01  0.79673851E+00  0.48379219E-12  0.70000000E+01  0.44000000E+02
  0.17718583E+01  0.81353319E+00 -0.46030779E-12  0.70000000E+01  0.44000000E+02
  0.32923891E+01  0.38891432E+00 -0.22972486E-13  0.70000000E+01  0.44000000E+02
  0.13697344E+01  0.79072247E+00  0.39340471E-12  0.70000000E+01  0.44000000E+02
  0.49008845E+01  0.81135716E+00 -0.32115041E-12  0.70000000E+01  0.44000000E+02
  0.45113271E+01  0.81403557E+00  0.49478167E-12  0.70000000E+01  0.44000000E+02
  0.17844246E+01  0.79632392E+00 -0.48355172E-12  0.70000000E+01  0.44000000E+02
  0.13823008E+01  0.81061279E+00  0.37247776E-12  0.70000000E+01  0.44000000E+02
  0.33049555E+01  0.38900940E+00 -0.21433645E-13  0.70000000E+01  0.44000000E+02
  0.49134509E+01  0.79161503E+00 -0.35275763E-12  0.70000000E+01  0.44000000E+02
  0.45238934E+01  0.83191858E+00  0.50689642E-12  0.70000000E+01  0.44000000E+02
  0.17969910E+01  0.77971494E+00 -0.48185620E-12  0.70000000E+01  0.44000000E+02
  0.52276102E+01  0.49272907E+00 -0.45671318E-12  0.70000000E+01  0.44000000E+02
  0.13948671E+01  0.83126078E+00  0.35100014E-12  0.70000000E+01  0.44000000E+02
  0.49260173E+01  0.77262317E+00 -0.37150059E-12  0.70000000E+01  0.44000000E+02
  0.18095574E+01  0.76370556E+00 -0.50384998E-12  0.70000000E+01  0.44000000E+02
  0.45364598E+01  0.85036552E+00  0.52035239E-12  0.70000000E+01  0.44000000E+02
  0.33175218E+01  0.38911307E+00 -0.20842355E-13  0.70000000E+01  0.44000000E+02
  0.14074335E+01  0.85262864E+00  0.32784774E-12  0.70000000E+01  0.44000000E+02
  0.49385837E+01  0.75438441E+00 -0.38699509E-12  0.70000000E+01  0.44000000E+02
  0.18221237E+01  0.74828903E+00 -0.45811618E-12  0.70000000E+01  0.44000000E+02
  0.45490262E+01  0.86933869E+00  0.52861307E-12  0.70000000E+01  0.44000000E+02
  0.33300882E+01  0.38922624E+00 -0.23761884E-13  0.70000000E+01  0.44000000E+02
  0.49511500E+01  0.73689046E+00 -0.38198762E-12  0.70000000E+01  0.44000000E+02
  0.18346901E+01  0.73345423E+00 -0.40557909E-12  0.70000000E+01  0.44000000E+02
  0.14199999E+01  0.87464851E+00  0.31283939E-12  0.70000000E+01  0.44000000E+02
  0.45615925E+01  0.88877976E+00  0.52269635E-12  0.70000000E+01  0.44000000E+02
  0.49637164E+01  0.72012529E+00 -0.40803197E-12  0.70000000E+01  0.44000000E+02
  0.18472565E+01  0.71918700E+00 -0.43558804E-12  0.70000000E+01  0.44000000E+02
  0.14325663E+01  0.89721207E+00  0.34530392E-12  0.70000000E+01  0.44000000E+02
  0.45741589E+01  0.90860352E+00  0.50575128E-12  0.70000000E+01  0.44000000E+02
  0.33426546E+01  0.38934988E+00 -0.23000605E-13  0.70000000E+01  0.44000000E+02
  0.49762828E+01  0.70406768E+00 -0.42166176E-12  0.70000000E+01  0.44000000E+02
  0.18598229E+01  0.70547109E+00 -0.42943914E-12  0.70000000E+01  0.44000000E+02
  0.14451326E+01  0.92015750E+00  0.46763217E-12  0.70000000E+01  0.44000000E+02
  0.45867253E+01  0.92869009E+00  0.49228271E-12  0.70000000E+01  0.44000000E+02
  0.18723892E+01  0.69228891E+00 -0.47621560E-12  0.70000000E+01  0.44000000E+02
  0.49888491E+01  0.68869311E+00 -0.41767524E-12  0.70000000E+01  0.44000000E+02
  0.14576990E+01  0.94325426E+00  0.22279270E-12  0.70000000E+01  0.44000000E+02
  0.45992916E+01  0.94887566E+00  0.50672604E-12  0.70000000E+01  0.44000000E+02
  0.18849556E+01  0.67962210E+00 -0.40517505E-12  0.70000000E+01  0.44000000E+02
  0.50014155E+01  0.67397508E+00 -0.42490456E-12  0.70000000E+01  0.44000000E+02
  0.46118580E+01  0.96894161E+00  0.59659698E-12  0.70000000E+01  0.44000000E+02
  0.14702654E+01  0.96618643E+00  0.18127171E-12  0.70000000E+01  0.44000000E+02
  0.18975220E+01  0.66745196E+00 -0.39738770E-12  0.70000000E+01  0.44000000E+02
  0.50139819E+01  0.65988614E+00 -0.43017397E-12  0.70000000E+01  0.44000000E+02
  0.46244244E+01  0.98860289E+00  0.45172922E-12  0.70000000E+01  0.44000000E+02
  0.14828317E+01  0.98853751E+00  0.14079082E-12  0.70000000E+01  0.44000000E+02
  0.19100883E+01  0.65575973E+00 -0.38659458E-12  0.70000000E+01  0.44000000E+02
  0.50265482E+01  0.64639856E+00 -0.43575544E-12  0.70000000E+01  0.44000000E+02
  0.46369908E+01  0.10074970E+01  0.43197615E-12  0.70000000E+01  0.44000000E+02
  0.14953981E+01  0.10097812E+01  0.99784840E-13  0.70000000E+01  0.44000000E+02
  0.19226547E+01  0.64452684E+00 -0.37546921E-12  0.70000000E+01  0.44000000E+02
  0.46495571E+01  0.10251765E+01  0.41388761E-12  0.70000000E+01  0.44000000E+02
  0.50391146E+01  0.63348488E+00 -0.44346233E-12  0.70000000E+01  0.44000000E+02
  0.15079645E+01  0.10292863E+01  0.51470627E-13  0.70000000E+01  0.44000000E+02
  0.46621235E+01  0.10411093E+01  0.58716392E-12  0.70000000E+01  0.44000000E+02
  0.19352211E+01  0.63373506E+00 -0.35948276E-12  0.70000000E+01  0.44000000E+02
  0.50516810E+01  0.62111821E+00 -0.44810976E-12  0.70000000E+01  0.44000000E+02
  0.15205308E+01  0.10463441E+01 -0.72287315E-14  0.70000000E+01  0.44000000E+02
  0.16336282E+00  0.31584384E+00  0.10570409E-12  0.70000000E+01  0.44000000E+02
  0.46746899E+01  0.10546940E+01  0.47492707E-12  0.70000000E+01  0.44000000E+02
  0.19477874E+01  0.62336664E+00 -0.34648251E-12  0.70000000E+01  0.44000000E+02
  0.50642474E+01  0.60927247E+00 -0.45154899E-12  0.70000000E+01  0.44000000E+02
  0.15330972E+01  0.10602276E+01 -0.62666989E-13  0.70000000E+01  0.44000000E+02
  0.17592919E+00  0.31631053E+00  0.11217143E-12  0.70000000E+01  0.44000000E+02
  0.46872562E+01  0.10652957E+01  0.37198911E-12  0.70000000E+01  0.44000000E+02
  0.19603538E+01  0.61340438E+00 -0.33415376E-12  0.70000000E+01  0.44000000E+02
  0.50768137E+01  0.59792257E+00 -0.45455831E-12  0.70000000E+01  0.44000000E+02
  0.15456636E+01  0.10702795E+01 -0.11345374E-12  0.70000000E+01  0.44000000E+02
  0.46998226E+01  0.10723077E+01  0.26403934E-12  0.70000000E+01  0.44000000E+02
  0.18849556E+00  0.31681143E+00  0.11898558E-12  0.70000000E+01  0.44000000E+02
  0.19729202E+01  0.60383165E+00 -0.31981912E-12  0.70000000E+01  0.44000000E+02
  0.50893801E+01  0.58704446E+00 -0.45633060E-12  0.70000000E+01  0.44000000E+02
  0.15582300E+01  0.10760146E+01 -0.16784016E-12  0.70000000E+01  0.44000000E+02
  0.47123890E+01  0.10752338E+01  0.21296894E-12  0.70000000E+01  0.44000000E+02
  0.19854866E+01  0.59463249E+00 -0.30540383E-12  0.70000000E+01  0.44000000E+02
  0.51019465E+01  0.57661520E+00 -0.45700683E-12  0.70000000E+01  0.44000000E+02
  0.15707963E+01  0.10772054E+01 -0.22651852E-12  0.70000000E+01  0.44000000E+02
  0.15833627E+01  0.10739207E+01 -0.32438508E-12  0.70000000E+01  0.44000000E+02
  0.15959291E+01  0.10665009E+01 -0.30365533E-12  0.70000000E+01  0.44000000E+02
  0.54035394E+01  0.41818746E+00 -0.35015456E-12  0.70000000E+01  0.44000000E+02
  0.58433623E+01  0.33403464E+00 -0.25060517E-12  0.70000000E+01  0.44000000E+02
  0.11686725E+01  0.56520789E+00  0.46698118E-12  0.70000000E+01  0.44000000E+02
  0.11938052E+01  0.58560595E+00  0.47444644E-12  0.70000000E+01  0.44000000E+02
  0.61826543E+01  0.31387600E+00 -0.54907851E-13  0.70000000E+01  0.44000000E+02
  0.62077871E+01  0.31341913E+00  0.10288391E-12  0.70000000E+01  0.44000000E+02
  0.62580526E+01  0.31291383E+00  0.93636434E-13  0.70000000E+01  0.44000000E+02
  0.62706189E+01  0.31287233E+00 -0.34932812E-14  0.70000000E+01  0.44000000E+02
  0.42976988E+01  0.59381989E+00  0.30894255E-12  0.70000000E+01  0.44000000E+02
  0.43102651E+01  0.60306676E+00  0.31251964E-12  0.70000000E+01  0.44000000E+02
  0.43228315E+01  0.61269153E+00  0.51425155E-12  0.70000000E+01  0.44000000E+02
  0.26766369E+01  0.39626148E+00  0.48051991E-13  0.70000000E+01  0.44000000E+02
  0.43479642E+01  0.72847971E+00 -0.19973895E-08  0.40000000E+01  0.25000000E+02
  0.55166367E+01  0.45730443E+00  0.26784893E-08  0.40000000E+01  0.25000000E+02
  0.43605306E+01  0.74126443E+00 -0.13454863E-08  0.40000000E+01  0.25000000E+02
  0.55292031E+01  0.45426240E+00  0.24381756E-08  0.40000000E+01  0.25000000E+02
  0.12315043E+01  0.71659868E+00  0.13128405E-08  0.40000000E+01  0.25000000E+02
  0.43730970E+01  0.75464218E+00 -0.55909074E-09  0.40000000E+01  0.25000000E+02
  0.37699112E-01  0.37732734E+00 -0.99561441E-09  0.40000000E+01  0.25000000E+02
  0.31918581E+01  0.47411498E+00  0.21091796E-08  0.40000000E+01  0.25000000E+02
  0.43856633E+01  0.76864436E+00  0.29601178E-09  0.40000000E+01  0.25000000E+02
  0.12440707E+01  0.73133441E+00  0.19854641E-08  0.40000000E+01  0.25000000E+02
  0.43982297E+01  0.78330432E+00  0.11410458E-08  0.40000000E+01  0.25000000E+02
  0.39835395E+01  0.52389104E+00 -0.27135256E-08  0.40000000E+01  0.25000000E+02
  0.12566371E+01  0.74683264E+00  0.24856601E-08  0.40000000E+01  0.25000000E+02
  0.44107961E+01  0.79865734E+00  0.18883899E-08  0.40000000E+01  0.25000000E+02
  0.12692034E+01  0.76314407E+00  0.27498712E-08  0.40000000E+01  0.25000000E+02
  0.32169909E+01  0.47414770E+00  0.27492774E-08  0.40000000E+01  0.25000000E+02
  0.44233625E+01  0.81474070E+00  0.24501250E-08  0.40000000E+01  0.25000000E+02
  0.12817698E+01  0.78032337E+00  0.27302685E-08  0.40000000E+01  0.25000000E+02
  0.59815924E+01  0.38906034E+00 -0.21821356E-08  0.40000000E+01  0.25000000E+02
  0.44359288E+01  0.83159365E+00  0.27472024E-08  0.40000000E+01  0.25000000E+02
  0.12943362E+01  0.79842946E+00  0.24036241E-08  0.40000000E+01  0.25000000E+02
  0.51899111E+01  0.59536530E+00  0.25406848E-08  0.40000000E+01  0.25000000E+02
  0.44484952E+01  0.84925728E+00  0.27218573E-08  0.40000000E+01  0.25000000E+02
  0.13069025E+01  0.81752561E+00  0.17787262E-08  0.40000000E+01  0.25000000E+02
  0.44610616E+01  0.86777441E+00  0.23484160E-08  0.40000000E+01  0.25000000E+02
  0.13194689E+01  0.83767944E+00  0.90536479E-09  0.40000000E+01  0.25000000E+02
  0.44736279E+01  0.88718915E+00  0.16446888E-08  0.40000000E+01  0.25000000E+02
  0.13320353E+01  0.85896282E+00 -0.12382526E-09  0.40000000E+01  0.25000000E+02
  0.44861943E+01  0.90754645E+00  0.67963384E-09  0.40000000E+01  0.25000000E+02
  0.13446017E+01  0.88145127E+00 -0.11740656E-08  0.40000000E+01  0.25000000E+02
  0.44987607E+01  0.92889122E+00 -0.42407196E-09  0.40000000E+01  0.25000000E+02
  0.13571680E+01  0.90522308E+00 -0.20779192E-08  0.40000000E+01  0.25000000E+02
  0.45113271E+01  0.95126708E+00 -0.14969172E-08  0.40000000E+01  0.25000000E+02
  0.13697344E+01  0.93035748E+00 -0.26555447E-08  0.40000000E+01  0.25000000E+02
  0.45238934E+01  0.97471457E+00 -0.23404406E-08  0.40000000E+01  0.25000000E+02
  0.29405307E+01  0.47248779E+00  0.27769541E-08  0.40000000E+01  0.25000000E+02
  0.13823008E+01  0.95693174E+00 -0.27468219E-08  0.40000000E+01  0.25000000E+02
  0.16336282E+00  0.89631302E+00  0.30362966E-03  0.40000000E+01  0.25000000E+02
  0.56423004E+01  0.43101840E+00 -0.23626299E-08  0.40000000E+01  0.25000000E+02
  0.45364598E+01  0.99926842E+00 -0.27590573E-08  0.40000000E+01  0.25000000E+02
  0.13948671E+01  0.98501642E+00 -0.22560165E-08  0.40000000E+01  0.25000000E+02
  0.33049555E+01  0.47402231E+00 -0.69648959E-09  0.40000000E+01  0.25000000E+02
  0.45490262E+01  0.10249538E+01 -0.26051911E-08  0.40000000E+01  0.25000000E+02
  0.14074335E+01  0.10146679E+01 -0.12034509E-08  0.40000000E+01  0.25000000E+02
  0.45615925E+01  0.10517805E+01 -0.18331746E-08  0.40000000E+01  0.25000000E+02
  0.14199999E+01  0.10459169E+01  0.22790638E-09  0.40000000E+01  0.25000000E+02
  0.18849556E+00  0.38224805E+00 -0.63523848E-09  0.40000000E+01  0.25000000E+02
  0.45741589E+01  0.10797356E+01 -0.55043136E-09  0.40000000E+01  0.25000000E+02
  0.14325663E+01  0.10787507E+01  0.16744582E-08  0.40000000E+01  0.25000000E+02
  0.60695570E+01  0.88504668E+00 -0.40742438E-04  0.40000000E+01  0.25000000E+02
  0.45867253E+01  0.11087715E+01  0.95382602E-09  0.40000000E+01  0.25000000E+02
  0.14451326E+01  0.11130864E+01  0.26371769E-08  0.40000000E+01  0.25000000E+02
  0.20106193E+00  0.87778622E+00 -0.12479830E-03  0.40000000E+01  0.25000000E+02
  0.45992916E+01  0.11387906E+01  0.22312144E-08  0.40000000E+01  0.25000000E+02
  0.57051323E+01  0.42065352E+00 -0.22793350E-08  0.40000000E+01  0.25000000E+02
  0.60821234E+01  0.38236844E+00 -0.13298052E-08  0.40000000E+01  0.25000000E+02
  0.14576990E+01  0.11487321E+01  0.26298068E-08  0.40000000E+01  0.25000000E+02
  0.46118580E+01  0.11696226E+01  0.27776484E-08  0.40000000E+01  0.25000000E+02
  0.14702654E+01  0.11853310E+01  0.14382952E-08  0.40000000E+01  0.25000000E+02
  0.60946897E+01  0.87044196E+00  0.35834162E-04  0.40000000E+01  0.25000000E+02
  0.61072561E+01  0.88247293E+00 -0.71125130E-04  0.40000000E+01  0.25000000E+02
  0.57428314E+01  0.41510830E+00 -0.72984708E-09  0.40000000E+01  0.25000000E+02
  0.61449552E+01  0.89662438E+00 -0.23954756E-03  0.40000000E+01  0.25000000E+02
  0.10053096E+01  0.54161911E+00  0.24193194E-08  0.40000000E+01  0.25000000E+02
  0.26138051E+01  0.47751173E+00  0.23008122E-08  0.40000000E+01  0.25000000E+02
  0.26263715E+01  0.47680475E+00  0.26136607E-08  0.40000000E+01  0.25000000E+02
  0.30536281E+01  0.11576899E+01  0.19623141E-04  0.40000000E+01  0.25000000E+02
  0.26515042E+01  0.47557565E+00  0.27449021E-08  0.40000000E+01  0.25000000E+02
  0.54538048E+01  0.47425568E+00  0.17583066E-08  0.40000000E+01  0.25000000E+02
  0.27394688E+01  0.47291140E+00 -0.10266604E-08  0.40000000E+01  0.25000000E+02
  0.11309734E+01  0.62120220E+00 -0.27427328E-08  0.40000000E+01  0.25000000E+02
  0.16713273E+01  0.11681429E+01 -0.24284227E-08  0.40000000E+01  0.25000000E+02
  0.16838937E+01  0.11373044E+01 -0.27620604E-08  0.40000000E+01  0.25000000E+02
  0.11435397E+01  0.63126518E+00 -0.27638227E-08  0.40000000E+01  0.25000000E+02
  0.34683183E+01  0.47356500E+00  0.17757017E-08  0.40000000E+01  0.25000000E+02
  0.16964600E+01  0.11073328E+01 -0.21475113E-08  0.40000000E+01  0.25000000E+02
  0.34808847E+01  0.47359071E+00  0.22796484E-08  0.40000000E+01  0.25000000E+02
  0.17090264E+01  0.10783835E+01 -0.91542918E-09  0.40000000E+01  0.25000000E+02
  0.17215928E+01  0.10505427E+01  0.50734446E-09  0.40000000E+01  0.25000000E+02
  0.17341591E+01  0.10238490E+01  0.17419546E-08  0.40000000E+01  0.25000000E+02
  0.11812388E+01  0.66439311E+00 -0.17016670E-08  0.40000000E+01  0.25000000E+02
  0.17467255E+01  0.99830858E+00  0.25347300E-08  0.40000000E+01  0.25000000E+02
  0.17592919E+01  0.97390645E+00  0.27772937E-08  0.40000000E+01  0.25000000E+02
  0.35185838E+01  0.47379560E+00  0.27275356E-08  0.40000000E+01  0.25000000E+02
  0.17718583E+01  0.95061360E+00  0.24879125E-08  0.40000000E+01  0.25000000E+02
  0.17844246E+01  0.92839238E+00  0.17768723E-08  0.40000000E+01  0.25000000E+02
  0.17969910E+01  0.90720011E+00  0.80380877E-09  0.40000000E+01  0.25000000E+02
  0.18095574E+01  0.88699160E+00 -0.25825795E-09  0.40000000E+01  0.25000000E+02
  0.18221237E+01  0.86772080E+00 -0.12510639E-08  0.40000000E+01  0.25000000E+02
  0.18346901E+01  0.84934197E+00 -0.20494455E-08  0.40000000E+01  0.25000000E+02
  0.18472565E+01  0.83181043E+00 -0.25704626E-08  0.40000000E+01  0.25000000E+02
  0.18598229E+01  0.81508304E+00 -0.27751903E-08  0.40000000E+01  0.25000000E+02
  0.18723892E+01  0.79911848E+00 -0.26650279E-08  0.40000000E+01  0.25000000E+02
  0.18849556E+01  0.78387741E+00 -0.22745279E-08  0.40000000E+01  0.25000000E+02
  0.18975220E+01  0.76932256E+00 -0.16624317E-08  0.40000000E+01  0.25000000E+02
  0.19100883E+01  0.75541867E+00 -0.90235561E-09  0.40000000E+01  0.25000000E+02
  0.19226547E+01  0.74213252E+00 -0.73682308E-10  0.40000000E+01  0.25000000E+02
  0.19352211E+01  0.72943284E+00  0.74543658E-09  0.40000000E+01  0.25000000E+02
  0.19477874E+01  0.71729020E+00  0.14858943E-08  0.40000000E+01  0.25000000E+02
  0.19603538E+01  0.70567695E+00  0.20906811E-08  0.40000000E+01  0.25000000E+02
  0.48254863E+01  0.11475018E+01 -0.17814109E-08  0.40000000E+01  0.25000000E+02
